,SymbolsA,EntrezsA,AveExpr,B,A.PF14,A.PF19,A.PF23,A.PF39,A.PF46,B.PF24,B.PF25,B.PF28,B.PF34,B.PF42
211138_s_at,KMO,8564,9.15960625921655,3.87557191592362,11.7546589090864,9.2877909606473,11.7288435741768,10.9318397404642,11.6317339339405,8.87610301704233,8.3219087909993,8.5491597584365,6.92960946391669,7.9391356164272
212446_s_at,CERS6,253782,7.98520804485289,3.82693867946664,8.54943965579403,8.64594914052338,7.98968160372171,8.8666590302696,8.27060173354121,7.03271469266981,7.16259812288085,7.16930280939931,7.08757615726322,6.66387411040776
205541_s_at,GSPT2,23708,7.69566969402401,3.80863916604334,7.08418865859514,6.70509589523114,6.57861029578163,6.94862729821062,7.11534156397608,8.54510595616332,9.00528273757805,7.64397501094549,9.08816232987242,8.79866310492317
200670_at,XBP1,7494,10.8853569818718,3.75868115032241,11.8576880561076,11.5687009371319,11.6232737068374,10.4776019660469,11.2287316858723,9.42507842276157,9.18312431540641,9.54788041556423,9.36273036366413,10.0585603344109
215034_s_at,TM4SF1,4071,9.71092026764562,3.70687385095866,8.93314777684084,8.69193427841449,10.029679315582,9.09850775233935,8.82268992820414,10.4345641186282,11.807911477249,11.6812504386938,11.4383072833405,10.6834542958676
200961_at,SEPHS2,22928,10.7736008226479,3.70330780143416,11.2338550541496,11.1588333732648,11.7890298541432,11.6143185985441,11.7332339907142,10.0999994677642,10.2020769904457,10.0350905673701,10.0282013236831,10.5500833917882
209900_s_at,SLC16A1,6566,6.7052860322328,3.62558655966804,5.96617336495763,5.93909876760288,6.17047760948201,5.92797308864024,6.00768650468738,7.68130985137017,7.45200558169817,8.64482140390064,7.11858191937999,8.63329227185944
209170_s_at,GPM6B,2824,8.73693941682099,3.62474958627781,7.88472057809907,7.44824652405032,8.59000331561329,7.24254060732137,8.06109024286357,9.66007264697103,9.79079223091317,10.0073070757446,9.75335472206169,11.1340502229813
205401_at,AGPS,8540,7.46554751960321,3.52581880680798,6.3875386685246,6.88624863951507,6.44926394427421,6.75830331973335,6.34240878691311,8.1061471718854,8.47599831762114,8.06645587752097,7.47459450148239,8.49420508702245
200862_at,DHCR24,1718,10.7317206567604,3.51854784207462,11.8836610122408,11.2096043319639,12.5906645403351,12.4587090012575,12.5169490442019,8.34979783839371,9.79947289836715,8.37628438103358,9.86053416462685,10.8476634667691
219303_at,RNF219,79596,7.93721814834071,3.46096165579429,7.53912591956477,7.03868687425479,7.51721176034876,6.95367568700573,7.10045128029949,8.08913888457585,9.14553260152774,8.53397256439845,8.44820634841496,8.51521818885178
213680_at,KRT6B,3854,9.14132541961651,3.45714385898747,7.76540207619774,7.65876134935769,7.58249697490476,6.88172985915255,8.31629995664584,9.07147057410085,11.7324846267401,10.9526459886026,10.6562079751638,13.29706524326
203740_at,MPHOSPH6,10200,10.9084391325635,3.45649281671537,11.6974444325161,11.6570668547892,12.1741213359061,12.4885060350739,11.996075820409,10.029679315582,10.0427592915625,10.8237216772707,10.7339649756517,10.5390710010782
208763_s_at,TSC22D3,1831,10.4757445208562,3.44715771006225,11.0749532958825,10.9381077333439,11.1649133163603,10.9081031409934,11.3734916136815,9.84082636245616,10.0716420762958,9.81610767637712,9.77394444573089,10.0332756273933
203741_s_at,ADCY7,113,7.45106385987192,3.40032805473129,6.85465635430145,6.73005653225147,6.84208265147244,6.52949739377659,6.09181242696179,8.33528648337404,8.19798821202211,8.12877222722734,7.2881975607606,8.33030297827588
201951_at,ALCAM,214,8.54556661139058,3.37454730943721,9.7380821971991,8.42600990651525,11.5535781177754,10.4487396660818,10.6122471915343,7.07675446078743,8.41797040326737,6.47198745665944,6.48548248256572,7.04865377164185
212771_at,FAM171A1,221061,8.50302574693328,3.32253035242443,8.05264555728041,7.64149453909933,7.95588547032717,7.84334184464232,8.69590635233547,9.04090481186271,9.75532177472686,10.0474829883175,9.36165160420849,9.24042012052706
213298_at,NFIC,4782,7.71412431828427,3.30653144504853,8.84742198912318,8.19306610966647,8.15048273789599,8.3018271265727,8.11521353241647,7.3047921394075,7.11995901930956,7.19275198977072,7.31145316518532,7.05522329800155
218738_s_at,RNF138,51444,9.47403814192379,3.29820614374724,8.68913594601315,8.06871546324788,9.09478085293571,8.59823007824813,8.64714568395672,9.5160691339609,10.0512119914185,10.3623975536392,10.5907073204267,10.2651750976044
203797_at,VSNL1,7447,9.20977858683638,3.22592367781383,8.42825857659713,8.28777741227896,8.38948710582988,8.23865731757297,9.06976666372394,10.2964199823107,11.2715067015877,9.20223545120132,11.8590049441925,10.6184289815383
209799_at,PRKAA1,5562,6.09087151252176,3.20393009109185,7.10581062551621,6.15931672573976,8.04551425497904,7.17387554474219,7.80158259216418,5.71351465597065,5.4771281173334,5.73686574587044,5.52664896972829,5.71588862491146
